,state,state_code,constituency,constituency_code,candidate_name,party,evm_votes,postal_votes,total_votes,percent_of_votes,migrant_votes
2396,Karnataka,S10,Bangalore central,25,S. Pandurangan,Independent,1406,1,1407,0.12,0
2397,Karnataka,S10,Bangalore central,25,Francis Binny Jose,Independent,1191,3,1194,0.1,0
2398,Karnataka,S10,Bangalore central,25,Dr. Philip Mariyan,Independent,1416,1,1417,0.12,0
2399,Karnataka,S10,Bangalore central,25,S. Mohan Kumar,Independent,1994,4,1998,0.17,0
2400,Karnataka,S10,Bangalore central,25,Raparti Anil Kumar,Independent,300,0,300,0.03,0
2401,Karnataka,S10,Bangalore central,25,C. B. K. Rama,Independent,282,0,282,0.02,0
2402,Karnataka,S10,Bangalore central,25,Syed Asif Bukhari,Independent,361,7,368,0.03,0
2403,Karnataka,S10,Bangalore central,25,NOTA,None of the Above,10741,19,10760,0.9,0
2404,Karnataka,S10,Bangalore North,24,Krishna Byregowda,Indian National Congress,675834,1148,676982,43.41,0
2405,Karnataka,S10,Bangalore North,24,D.V. Sadananda Gowda,Bharatiya Janata Party,821934,2566,824500,52.87,0
2406,Karnataka,S10,Bangalore North,24,Syed Kawjawali Hydri,Bahujan Samaj Party,5283,14,5297,0.34,0
2407,Karnataka,S10,Bangalore North,24,Abdul Azeez,Karnataka Pragnyavantha Janatha Party,1206,1,1207,0.08,0
2408,Karnataka,S10,Bangalore North,24,Amirtha Jai Kumar Essac Yesaiah,Karnataka Karmikara Paksha,572,2,574,0.04,0
2409,Karnataka,S10,Bangalore North,24,Ahmed Khan,Bahujan Maha Party,1027,1,1028,0.07,0
2410,Karnataka,S10,Bangalore North,24,Kumar L.,Bharatiya Prajagala Kalyana Paksha,473,0,473,0.03,0
2411,Karnataka,S10,Bangalore North,24,Krishnamurthy V .,Right to Recall Party,1030,3,1033,0.07,0
2412,Karnataka,S10,Bangalore North,24,D.Jairam,Gareeb Aadmi Party,385,0,385,0.02,0
2413,Karnataka,S10,Bangalore North,24,N. Narayana Swamy,Jai Vijaya Bharathi Party,695,1,696,0.04,0
2414,Karnataka,S10,Bangalore North,24,Venu M.,Independent,577,3,580,0.04,0
2415,Karnataka,S10,Bangalore North,24,Santhosh M.,Uttama Prajaakeeya Party,6596,2,6598,0.42,0
2416,Karnataka,S10,Bangalore North,24,Abdul Karim Desai,Independent,684,2,686,0.04,0
2417,Karnataka,S10,Bangalore North,24,Abdul Basheer,Independent,1191,1,1192,0.08,0
2418,Karnataka,S10,Bangalore North,24,Umesh Babu Pillegowda,Independent,1409,1,1410,0.09,0
2419,Karnataka,S10,Bangalore North,24,Krishnaiah,Independent,2559,1,2560,0.16,0
2420,Karnataka,S10,Bangalore North,24,K.N. Jagadesh Kumar,Independent,8463,0,8463,0.54,0
2421,Karnataka,S10,Bangalore North,24,Thimmaraj Gowda,Independent,4462,0,4462,0.29,0
2422,Karnataka,S10,Bangalore North,24,Tulasappa Dasar,Independent,1144,0,1144,0.07,0
2423,Karnataka,S10,Bangalore North,24,L. Nagaraj,Independent,666,1,667,0.04,0
2424,Karnataka,S10,Bangalore North,24,Parameshwar Gowda,Independent,482,0,482,0.03,0
2425,Karnataka,S10,Bangalore North,24,Prasanna Kumar S.,Independent,353,0,353,0.02,0
2426,Karnataka,S10,Bangalore North,24,Dr.I.M.S. Manivan,Independent,571,0,571,0.04,0
2427,Karnataka,S10,Bangalore North,24,Dr. Meer Layaq Hussain,Independent,394,0,394,0.03,0
2428,Karnataka,S10,Bangalore North,24,C. RAVI KUMAR,Independent,359,0,359,0.02,0
2429,Karnataka,S10,Bangalore North,24,Vinay Kumar V.Nayak,Independent,1057,0,1057,0.07,0
2430,Karnataka,S10,Bangalore North,24,Venkataraju V.,Independent,362,0,362,0.02,0
2431,Karnataka,S10,Bangalore North,24,Venkatesasetty,Independent,539,0,539,0.03,0
2432,Karnataka,S10,Bangalore North,24,Shiva Manjesh K.S.,Independent,544,1,545,0.03,0
2433,Karnataka,S10,Bangalore North,24,Sumatha K.S.,Independent,1414,2,1416,0.09,0
2434,Karnataka,S10,Bangalore North,24,N. Hanume Gowda,Independent,1812,0,1812,0.12,0
2435,Karnataka,S10,Bangalore North,24,NOTA,None of the Above,11617,15,11632,0.75,0
2436,Karnataka,S10,Bangalore Rural,23,ASHWATHNARAYANGOWDA,Bharatiya Janata Party,670483,905,671388,41.4,0
2437,Karnataka,S10,Bangalore Rural,23,DR CHINNAPPA Y CHIKKAHAGADE,Bahujan Samaj Party,19943,29,19972,1.23,0
2438,Karnataka,S10,Bangalore Rural,23,D.K. SURESH,Indian National Congress,877712,546,878258,54.15,0
2439,Karnataka,S10,Bangalore Rural,23,N. KRISHNAPPA,Pyramid Party of India,8123,0,8123,0.5,0
2440,Karnataka,S10,Bangalore Rural,23,D M MADEGOWDA,Republican Sena,2800,1,2801,0.17,0
2441,Karnataka,S10,Bangalore Rural,23,MANJUNATHA. M,Uttama Prajaakeeya Party,9882,7,9889,0.61,0
2442,Karnataka,S10,Bangalore Rural,23,RAMA. T.C,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2092,2,2094,0.13,0
2443,Karnataka,S10,Bangalore Rural,23,Dr. M VENKATASWAMY,Republican Party of India (A),1460,2,1462,0.09,0
2444,Karnataka,S10,Bangalore Rural,23,VENKATESHAPPA,Sarva Janata Party,2024,1,2025,0.12,0
2445,Karnataka,S10,Bangalore Rural,23,ESWARA,Independent,924,0,924,0.06,0
2446,Karnataka,S10,Bangalore Rural,23,B. GOPAL,Independent,1859,0,1859,0.11,0
2447,Karnataka,S10,Bangalore Rural,23,H.T. CHIKKARAJU,Independent,1362,0,1362,0.08,0
2448,Karnataka,S10,Bangalore Rural,23,M.C. DEVARAJU,Independent,2020,0,2020,0.12,0
2449,Karnataka,S10,Bangalore Rural,23,J.T. PRAKASH,Independent,4785,0,4785,0.3,0
2450,Karnataka,S10,Bangalore Rural,23,RAGHU JANAGERE,Independent,2487,3,2490,0.15,0
2451,Karnataka,S10,Bangalore Rural,23,NOTA,None of the Above,12442,12,12454,0.77,0
2452,Karnataka,S10,Bangalore South,26,TEJASVI SURYA,Bharatiya Janata Party,736605,2624,739229,62.2,0
2453,Karnataka,S10,Bangalore South,26,A.RAJU,Bahujan Samaj Party,3846,18,3864,0.33,0
2454,Karnataka,S10,Bangalore South,26,B.K.HARIPRASAD,Indian National Congress,407372,665,408037,34.33,0
2455,Karnataka,S10,Bangalore South,26,DR.JOHN BASCO PHILIPS,Indian Christian Front,2355,2,2357,0.2,0
2456,Karnataka,S10,Bangalore South,26,THYAGARAJ,Republican Sena,789,0,789,0.07,0
2457,Karnataka,S10,Bangalore South,26,AHORATRA NATESHA POLEPALLI,Uttama Prajaakeeya Party,6128,8,6136,0.52,0
2458,Karnataka,S10,Bangalore South,26,DR. BANUPRAKASH A.S SATHYA YUGA,Pyramid Party of India,699,0,699,0.06,0
2459,Karnataka,S10,Bangalore South,26,RAVIKUMARA.T,Pragatishil Samajwadi Party (Lohia),418,1,419,0.04,0
2460,Karnataka,S10,Bangalore South,26,VATAL NAGARAJ,Kannada Chalavali Vatal Paksha,2500,10,2510,0.21,0
2461,Karnataka,S10,Bangalore South,26,R.SHEKAR,Viduthalai Chiruthaigal Katchi,540,0,540,0.05,0
2462,Karnataka,S10,Bangalore South,26,SYED SADIQ PASHA,Karnataka Karmikara Paksha,403,0,403,0.03,0
2463,Karnataka,S10,Bangalore South,26,AMBROSE D' MELLO,Independent,388,1,389,0.03,0
2464,Karnataka,S10,Bangalore South,26,B.CHIKKA NAGESHA,Independent,450,0,450,0.04,0
2465,Karnataka,S10,Bangalore South,26,CHETAN CHAMAN,Independent,1106,1,1107,0.09,0
2466,Karnataka,S10,Bangalore South,26,K.C.NAGABHUSHANA REDDY,Independent,641,0,641,0.05,0
2467,Karnataka,S10,Bangalore South,26,PRASHANTHA.C,Independent,2232,0,2232,0.19,0
2468,Karnataka,S10,Bangalore South,26,BRAHMANAND.N,Independent,2700,1,2701,0.23,0
2469,Karnataka,S10,Bangalore South,26,BHAGYA.S,Independent,1090,0,1090,0.09,0
2470,Karnataka,S10,Bangalore South,26,MANOHAR IYER,Independent,2152,0,2152,0.18,0
2471,Karnataka,S10,Bangalore South,26,MADESH.V,Independent,495,0,495,0.04,0
2472,Karnataka,S10,Bangalore South,26,KOLLUR MANJUNATHA NAIK,Independent,463,0,463,0.04,0
2473,Karnataka,S10,Bangalore South,26,YOGEESH NAGARAJ,Independent,281,0,281,0.02,0
2474,Karnataka,S10,Bangalore South,26,G VENKATESH BHOVI,Independent,240,1,241,0.02,0
2475,Karnataka,S10,Bangalore South,26,B.SREENIVASULU,Independent,368,0,368,0.03,0
2476,Karnataka,S10,Bangalore South,26,SANTHOSH MIN.B,Independent,959,1,960,0.08,0
2477,Karnataka,S10,Bangalore South,26,NOTA,None of the Above,9917,21,9938,0.84,0
2478,Karnataka,S10,Belgaum,2,ANGADI SURESH CHANNABASAPPA,Bharatiya Janata Party,756986,5005,761991,63.22,0
2479,Karnataka,S10,Belgaum,2,BADRODDIN KAMDOD,Bahujan Samaj Party,5574,176,5750,0.48,0
2480,Karnataka,S10,Belgaum,2,Dr.SADHUNAVAR,Indian National Congress,369944,743,370687,30.76,0
2481,Karnataka,S10,Belgaum,2,DILSHAD SIKANDAR TAHASHILDAR,Republican Party of India (A),4044,24,4068,0.34,0
2482,Karnataka,S10,Belgaum,2,MANJUNATH H RAJAPPANAVAR,Uttama Prajaakeeya Party,2113,15,2128,0.18,0
2483,Karnataka,S10,Belgaum,2,ANIL BABAN HEGADE,Independent,846,8,854,0.07,0
2484,Karnataka,S10,Belgaum,2,ASHUTOSH S KAMBALE,Independent,1920,3,1923,0.16,0
2485,Karnataka,S10,Belgaum,2,ANAND RAMESH PATIL,Independent,904,1,905,0.08,0
2486,Karnataka,S10,Belgaum,2,UDAY KUNDARGI,Independent,703,2,705,0.06,0
2487,Karnataka,S10,Belgaum,2,UDAY TUKARAM NAIK,Independent,823,6,829,0.07,0
2488,Karnataka,S10,Belgaum,2,ONKARSINGH BHATIA,Independent,1038,11,1049,0.09,0
2489,Karnataka,S10,Belgaum,2,KALLAPPA KRUSHNA KOWADKAR,Independent,1028,0,1028,0.09,0
2490,Karnataka,S10,Belgaum,2,KAVITA DEEPAK KOLE,Independent,1476,14,1490,0.12,0
2491,Karnataka,S10,Belgaum,2,KRISHNAKANT KAMANNA BIRJE,Independent,2396,1,2397,0.2,0
2492,Karnataka,S10,Belgaum,2,GAJANAN AMRUT TOKANEKAR,Independent,2298,1,2299,0.19,0
2493,Karnataka,S10,Belgaum,2,GANESH M DADDIKAR,Independent,8150,1,8151,0.68,0
2494,Karnataka,S10,Belgaum,2,GOPAL BALAWANTRAO DESAI,Independent,2366,2,2368,0.2,0
2495,Karnataka,S10,Belgaum,2,CHETAKKUMAR YALLAPPA KAMBLE,Independent,471,3,474,0.04,0
2496,Karnataka,S10,Belgaum,2,DHANANJAY RAJARAM PATIL,Independent,908,4,912,0.08,0
2497,Karnataka,S10,Belgaum,2,NAGESH SUBHASH BOBATE,Independent,702,6,708,0.06,0
2498,Karnataka,S10,Belgaum,2,NITEEN DHONDIBA ANANDACHE,Independent,458,0,458,0.04,0
2499,Karnataka,S10,Belgaum,2,NILKANTH MAHADEV PATIL,Independent,422,2,424,0.04,0
2500,Karnataka,S10,Belgaum,2,NANDA MARUTI KODACHWADKAR,Independent,588,4,592,0.05,0
2501,Karnataka,S10,Belgaum,2,PRAKASH BALAPPA NESARKAR,Independent,637,1,638,0.05,0
2502,Karnataka,S10,Belgaum,2,PRANAM PRAKASH PATIL,Independent,415,1,416,0.03,0
2503,Karnataka,S10,Belgaum,2,PRABHAKAR BHUJANG PATIL,Independent,558,2,560,0.05,0
2504,Karnataka,S10,Belgaum,2,PANDURANG MALLAPPA PATTAN,Independent,629,1,630,0.05,0
2505,Karnataka,S10,Belgaum,2,BULAND DEEPAK DALVI,Independent,573,3,576,0.05,0
2506,Karnataka,S10,Belgaum,2,MAHADEV MARUTI MANGANAKAR,Independent,641,2,643,0.05,0
2507,Karnataka,S10,Belgaum,2,MARUTI SIDDAPPA CHOUGULE,Independent,610,3,613,0.05,0
2508,Karnataka,S10,Belgaum,2,MEGHARAJ SHIVAGOUDAPPA KHANAGOUDAR,Independent,667,0,667,0.06,0
2509,Karnataka,S10,Belgaum,2,RANJIT KALLAPPA PATIL,Independent,1455,1,1456,0.12,0
2510,Karnataka,S10,Belgaum,2,RAJU CHANGAPPA DIVATAGI,Independent,2029,0,2029,0.17,0
2511,Karnataka,S10,Belgaum,2,RAJENDRA YALLAPPA PATIL,Independent,472,2,474,0.04,0
2512,Karnataka,S10,Belgaum,2,RAMCHANDRA KRISHNA GAONKAR,Independent,820,0,820,0.07,0
2513,Karnataka,S10,Belgaum,2,RAMCHANDRA DATTOBA PATIL,Independent,389,1,390,0.03,0
2514,Karnataka,S10,Belgaum,2,LAXMAN BHIMARAO DALAVI,Independent,596,2,598,0.05,0
2515,Karnataka,S10,Belgaum,2,LAXMANRAO SOMANNA MELGE,Independent,497,3,500,0.04,0
2516,Karnataka,S10,Belgaum,2,LAXMI SUNIL MUTAGEKAR,Independent,539,4,543,0.05,0
2517,Karnataka,S10,Belgaum,2,VIJAY KRISHNA MADAR,Independent,249,0,249,0.02,0
2518,Karnataka,S10,Belgaum,2,VIJAY LAXMAN PATIL,Independent,445,1,446,0.04,0
2519,Karnataka,S10,Belgaum,2,VINAYAK GOPAL GUNJATKAR,Independent,821,1,822,0.07,0
2520,Karnataka,S10,Belgaum,2,VINAYAK BALKRISHNA MORE,Independent,4064,2,4066,0.34,0
2521,Karnataka,S10,Belgaum,2,VISHWANATH RAGHUNATH BUWAJI,Independent,542,1,543,0.05,0
2522,Karnataka,S10,Belgaum,2,SHIVARAJ NARAYAN PATIL,Independent,469,0,469,0.04,0
2523,Karnataka,S10,Belgaum,2,SHRIKANT BALKRISHNA KADAM,Independent,579,1,580,0.05,0
2524,Karnataka,S10,Belgaum,2,SHUBHAM VIKRANT SHELKE,Independent,670,0,670,0.06,0
2525,Karnataka,S10,Belgaum,2,SHANKAR PUNNAPPA CHAUGALE,Independent,1874,2,1876,0.16,0
2526,Karnataka,S10,Belgaum,2,RATHOD SHANKAR PANDAPPA,Independent,3298,0,3298,0.27,0
2527,Karnataka,S10,Belgaum,2,SACHIN MANOHAR NIKAM,Independent,816,2,818,0.07,0
2528,Karnataka,S10,Belgaum,2,SACHIN SHANTARAM KELAVEKAR,Independent,1564,0,1564,0.13,0
2529,Karnataka,S10,Belgaum,2,SUNIL GUDDAKAYU,Independent,437,3,440,0.04,0
2530,Karnataka,S10,Belgaum,2,SUNIL VITTAL DASAR,Independent,950,1,951,0.08,0
2531,Karnataka,S10,Belgaum,2,SURESH KHEMANA RAJUKAR,Independent,283,1,284,0.02,0
2532,Karnataka,S10,Belgaum,2,SURESH BASAPPA MARALINGANNAVAR,Independent,306,2,308,0.03,0
2533,Karnataka,S10,Belgaum,2,SANJAY SHIVAPPA KAMBLE,Independent,461,2,463,0.04,0
2534,Karnataka,S10,Belgaum,2,SANDIP VASANTH LAD,Independent,398,8,406,0.03,0
2535,Karnataka,S10,Belgaum,2,NOTA,None of the Above,3206,27,3233,0.27,0
2536,Karnataka,S10,Bellary,9,V. S. UGRAPPA,Indian National Congress,559970,711,560681,45.89,0
2537,Karnataka,S10,Bellary,9,K. GULAPPA,Bahujan Samaj Party,9952,9,9961,0.82,0
2538,Karnataka,S10,Bellary,9,Y. DEVENDRAPPA,Bharatiya Janata Party,614274,2114,616388,50.44,0
2539,Karnataka,S10,Bellary,9,B. ESHWARAPPA,Shivsena,6919,0,6919,0.57,0
2540,Karnataka,S10,Bellary,9,A. DEVADAS,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),3832,1,3833,0.31,0
2541,Karnataka,S10,Bellary,9,NAVEEN KUMAR. S,Bharat Prabhat Party,1402,0,1402,0.11,0
2542,Karnataka,S10,Bellary,9,NAYAKARA RAMAPPA,Indian Labour Party (Ambedkar Phule),1839,1,1840,0.15,0
2543,Karnataka,S10,Bellary,9,B. RAGHU,Pyramid Party of India,2656,2,2658,0.22,0
2544,Karnataka,S10,Bellary,9,P. D. RAMANAYAKA,Republican Party of India (Karnataka),2720,2,2722,0.22,0
2545,Karnataka,S10,Bellary,9,T. VEERESH,Samajwadi Forward Bloc,3397,0,3397,0.28,0
2546,Karnataka,S10,Bellary,9,CONDUCTOR PAMPAPATHI,Independent,3100,1,3101,0.25,0
2547,Karnataka,S10,Bellary,9,NOTA,None of the Above,9016,8,9024,0.74,0
2548,Karnataka,S10,Bidar,7,ESHWAR B. KHANDRE,Indian National Congress,467297,1340,468637,41.95,0
2549,Karnataka,S10,Bidar,7,BABA BUKHARI,Bahujan Samaj Party,15168,20,15188,1.36,0
2550,Karnataka,S10,Bidar,7,BHAGWANTH KHUBA,Bharatiya Janata Party,583833,1638,585471,52.41,0
2551,Karnataka,S10,Bidar,7,ABDUS SATTAR MUJAHED,Akhil Bharatiya Muslim League (Secular),4623,1,4624,0.41,0
2552,Karnataka,S10,Bidar,7,AMBRESH KENCHA,Uttama Prajaakeeya Party,1851,2,1853,0.17,0
2553,Karnataka,S10,Bidar,7,DAYANAND GODBOLE,Ambedkarite Party of India,3632,3,3635,0.33,0
2554,Karnataka,S10,Bidar,7,MOHAMMED ABDUL WAKEEL,Bharat Prabhat Party,970,0,970,0.09,0
2555,Karnataka,S10,Bidar,7,MOHAMMED YOUSUF,Praja Satta Party,742,0,742,0.07,0
2556,Karnataka,S10,Bidar,7,MD MERAJUDDIN,Bahujan Maha Party,1000,0,1000,0.09,0
2557,Karnataka,S10,Bidar,7,ADVOCATE MOULVI ZAMERUDDIN,National Development Party,1137,1,1138,0.1,0
2558,Karnataka,S10,Bidar,7,RAJKUMAR,Purvanchal Janta Party (Secular),1240,1,1241,0.11,0
2559,Karnataka,S10,Bidar,7,RAJAMABI DASTAGIR,BhartiyaBahujanKranti Dal,1208,0,1208,0.11,0
2560,Karnataka,S10,Bidar,7,SUGRIV BHARAT KACHAVE,Kranti Kari Jai Hind Sena,1707,0,1707,0.15,0
2561,Karnataka,S10,Bidar,7,SANTOSH RATHOD,Bharatiya Jan Kranti Dal (Democratic),3342,2,3344,0.3,0
2562,Karnataka,S10,Bidar,7,MOULAPPA. A. MALGE,Independent,2026,1,2027,0.18,0
2563,Karnataka,S10,Bidar,7,MAULASAB TADAKAL,Independent,4633,1,4634,0.41,0
2564,Karnataka,S10,Bidar,7,RAVIKANT. K. HUGAR VAKIL,Independent,5747,1,5748,0.51,0
2565,Karnataka,S10,Bidar,7,SHARAD GANDGE,Independent,3439,1,3440,0.31,0
2566,Karnataka,S10,Bidar,7,SHIVARAJ TIMMANNA BOKKE,Independent,4979,1,4980,0.45,0
2567,Karnataka,S10,Bidar,7,SHRIMANTH ARJUN YEVATE PATIL,Independent,1322,0,1322,0.12,0
2568,Karnataka,S10,Bidar,7,MUFTI SHIAK ABDUL GAFFAR,Independent,1259,0,1259,0.11,0
2569,Karnataka,S10,Bidar,7,SAIBANNA JAMADAR,Independent,1051,0,1051,0.09,0
2570,Karnataka,S10,Bidar,7,NOTA,None of the Above,1946,2,1948,0.17,0
2571,Karnataka,S10,Bijapur,4,JIGAJINAGI RAMESH CHANDAPPA,Bharatiya Janata Party,633868,1999,635867,57.22,0
2572,Karnataka,S10,Bijapur,4,PUJARI SHRINATH SANGAPPA,Bahujan Samaj Party,23389,53,23442,2.11,0
2573,Karnataka,S10,Bijapur,4,DR. SUNITA DEVANAND CHAVAN,Janata Dal  (Secular),377342,487,377829,34.0,0
2574,Karnataka,S10,Bijapur,4,GURUBASAVA. P . RABAKAVI,Uttama Prajaakeeya Party,8475,4,8479,0.76,0
2575,Karnataka,S10,Bijapur,4,SHRIVENKATESHWAR MAHA SWAMIJI (KATAKADHOND D.G),Hindustan Janta Party,2643,3,2646,0.24,0
2576,Karnataka,S10,Bijapur,4,YAMANAPPA VITTAL GUNADAL,Republican Party of India (Karnataka),2952,5,2957,0.27,0
2577,Karnataka,S10,Bijapur,4,RUDRAPPA DEYAPPA CHALAWADI,Bharipa Bahujan Mahasangh,3215,1,3216,0.29,0
2578,Karnataka,S10,Bijapur,4,DADASAB SIDDAPPA BAGAYAT,Independent,4186,2,4188,0.38,0
2579,Karnataka,S10,Bijapur,4,DONDIBA RAMU RATHOD,Independent,4099,3,4102,0.37,0
2580,Karnataka,S10,Bijapur,4,DHAREPPA MAHADEV ARDHAVAR,Independent,23701,5,23706,2.13,0
2581,Karnataka,S10,Bijapur,4,BALAJI DYAMANNA WADDAR (YATNAL),Independent,7641,3,7644,0.69,0
2582,Karnataka,S10,Bijapur,4,RAMAPPA HARIJAN (HOLER),Independent,4990,2,4992,0.45,0
2583,Karnataka,S10,Bijapur,4,NOTA,None of the Above,12280,6,12286,1.11,0
2584,Karnataka,S10,Chamarajanagar,22,R. DHRUVANARAYANA,Indian National Congress,565754,966,566720,44.6,0
2585,Karnataka,S10,Chamarajanagar,22,Dr. SHIVAKUMARA,Bahujan Samaj Party,87208,423,87631,6.9,0
2586,Karnataka,S10,Chamarajanagar,22,V. SRINIVAS PRASAD,Bharatiya Janata Party,567010,1527,568537,44.74,0
2587,Karnataka,S10,Chamarajanagar,22,HANUR NAGARAJU,Uttama Prajaakeeya Party,9501,9,9510,0.75,0
2588,Karnataka,S10,Chamarajanagar,22,PRASANNA KUMAR. B,Karnataka Praja Party (RaithaParva),2680,4,2684,0.21,0
2589,Karnataka,S10,Chamarajanagar,22,SUBBAIAH,Indian New Congress Party,4604,2,4606,0.36,0
2590,Karnataka,S10,Chamarajanagar,22,ANAND JIVAN RAM,Independent,3000,0,3000,0.24,0
2591,Karnataka,S10,Chamarajanagar,22,N. AMBARISH,Independent,4067,0,4067,0.32,0
2592,Karnataka,S10,Chamarajanagar,22,M. PRADEEP KUMAR,Independent,6553,1,6554,0.52,0
2593,Karnataka,S10,Chamarajanagar,22,G.D. RAJAGOPAL,Independent,4632,1,4633,0.36,0
2594,Karnataka,S10,Chamarajanagar,22,NOTA,None of the Above,12706,10,12716,1.0,0
2595,Karnataka,S10,Chikkballapur,27,Dr. C.S.Dwarakanath,Bahujan Samaj Party,23418,28,23446,1.69,0
2596,Karnataka,S10,Chikkballapur,27,B.N.Bache Gowda,Bharatiya Janata Party,744475,1437,745912,53.78,0
2597,Karnataka,S10,Chikkballapur,27,S.Varalakshmi,Communist Party of India  (Marxist),18639,9,18648,1.34,0
2598,Karnataka,S10,Chikkballapur,27,M.Veerappa Moily,Indian National Congress,563396,406,563802,40.65,0
2599,Karnataka,S10,Chikkballapur,27,D.Palya Khadar Subhan Khan,Samajwadi Janata Party(Karnataka),4991,0,4991,0.36,0
2600,Karnataka,S10,Chikkballapur,27,Nazir Ahmed,Karnataka Karmikara Paksha,1743,0,1743,0.13,0
2601,Karnataka,S10,Chikkballapur,27,Nagendra Rao Shinde,Karnataka Jantha Paksha,1288,0,1288,0.09,0
2602,Karnataka,S10,Chikkballapur,27,S.R.Nageshareddy,Ambedkar Samaj Party,3549,1,3550,0.26,0
2603,Karnataka,S10,Chikkballapur,27,Muniraju.G,Uttama Prajaakeeya Party,5092,1,5093,0.37,0
2604,Karnataka,S10,Chikkballapur,27,AbdulKarim Desai,Independent,832,0,832,0.06,0
2605,Karnataka,S10,Chikkballapur,27,Alanguru Kanakalakshmi,Independent,1018,2,1020,0.07,0
2606,Karnataka,S10,Chikkballapur,27,Nasrulla,Independent,1362,0,1362,0.1,0
2607,Karnataka,S10,Chikkballapur,27,Nalina.K.S,Independent,3518,0,3518,0.25,0
2608,Karnataka,S10,Chikkballapur,27,L. Nagaraj,Independent,1655,0,1655,0.12,0
2609,Karnataka,S10,Chikkballapur,27,Phaniraj.S.V,Independent,2078,0,2078,0.15,0
2610,Karnataka,S10,Chikkballapur,27,NOTA,None of the Above,8015,10,8025,0.58,0
2611,Karnataka,S10,Chikkodi,1,ANNASAHEB SHANKAR JOLLE,Bharatiya Janata Party,641232,3785,645017,52.98,0
2612,Karnataka,S10,Chikkodi,1,PRAKASH BABANNA HUKKERI,Indian National Congress,524871,1269,526140,43.21,0
2613,Karnataka,S10,Chikkodi,1,MACHENDRA DAVALU KADAPURE,Bahujan Samaj Party,15508,67,15575,1.28,0
2614,Karnataka,S10,Chikkodi,1,APPASAHEB SHRIPATI KURANE,Bharipa Bahujan Mahasangh,2742,13,2755,0.23,0
2615,Karnataka,S10,Chikkodi,1,PRAVEENKUMAR BALIGATTI,Uttama Prajaakeeya Party,1530,16,1546,0.13,0
2616,Karnataka,S10,Chikkodi,1,MAGDUM ISMAILMAGDUM,Republican Party of India,1050,9,1059,0.09,0
2617,Karnataka,S10,Chikkodi,1,KALLAPPA GUDASI,Independent,4941,7,4948,0.41,0
2618,Karnataka,S10,Chikkodi,1,JITENDRA SUBHASH NERLE,Independent,1719,7,1726,0.14,0
2619,Karnataka,S10,Chikkodi,1,MOHAN GURAPPA MOTANNAVAR,Independent,1482,5,1487,0.12,0
2620,Karnataka,S10,Chikkodi,1,WAJANTRI VISHWNATH KALLOLI,Independent,2023,5,2028,0.17,0
2621,Karnataka,S10,Chikkodi,1,SHRINIK ANNASAHEB JANGATE,Independent,4906,0,4906,0.4,0
2622,Karnataka,S10,Chikkodi,1,NOTA,None of the Above,10341,21,10362,0.85,0
2623,Karnataka,S10,Chitradurga,18,B N CHANDRAPPA,Indian National Congress,545159,858,546017,43.82,0
2624,Karnataka,S10,Chitradurga,18,A NARAYANASWAMY,Bharatiya Janata Party,624200,1995,626195,50.26,0
2625,Karnataka,S10,Chitradurga,18,MAHANTHESH C U,Bahujan Samaj Party,8896,11,8907,0.71,0
2626,Karnataka,S10,Chitradurga,18,ARUNACHALAM Y,Pyramid Party of India,2220,0,2220,0.18,0
2627,Karnataka,S10,Chitradurga,18,DEVENDRAPPA,Uttama Prajaakeeya Party,4276,4,4280,0.34,0
2628,Karnataka,S10,Chitradurga,18,NIRANJANA A D CHEELANGI,Ambedkar Samaj Party,7771,2,7773,0.62,0
2629,Karnataka,S10,Chitradurga,18,S MEETYANAIK,Pragatishil Samajwadi Party (Lohia),1631,5,1636,0.13,0
2630,Karnataka,S10,Chitradurga,18,KUMAR Y,Independent,1612,4,1616,0.13,0
2631,Karnataka,S10,Chitradurga,18,GANESH,Independent,1760,0,1760,0.14,0
2632,Karnataka,S10,Chitradurga,18,THIPPESWAMY T,Independent,1570,1,1571,0.13,0
2633,Karnataka,S10,Chitradurga,18,C H NARAYANASWAMY,Independent,3801,1,3802,0.31,0
2634,Karnataka,S10,Chitradurga,18,D PENNAPPA TURUVANUR,Independent,2359,0,2359,0.19,0
2635,Karnataka,S10,Chitradurga,18,V S BHUTHARAJA,Independent,2464,0,2464,0.2,0
2636,Karnataka,S10,Chitradurga,18,RAMESHA V,Independent,2718,3,2721,0.22,0
2637,Karnataka,S10,Chitradurga,18,L RANGAPPA (RTD.DDPI),Independent,4306,6,4312,0.35,0
2638,Karnataka,S10,Chitradurga,18,LOKESHA M K,Independent,7025,1,7026,0.56,0
2639,Karnataka,S10,Chitradurga,18,N T VIJAYAKUMAR,Independent,8705,2,8707,0.7,0
2640,Karnataka,S10,Chitradurga,18,L VENUGOPAL,Independent,6378,1,6379,0.51,0
2641,Karnataka,S10,Chitradurga,18,R HANUMANTHAPPA,Independent,1836,1,1837,0.15,0
2642,Karnataka,S10,Chitradurga,18,NOTA,None of the Above,4348,20,4368,0.35,0
2643,Karnataka,S10,Dakshina Kannada,17,NALIN KUMAR KATEEL,Bharatiya Janata Party,772754,1531,774285,57.57,0
